isbn,original_title,original_publication_year,authors,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
345476980,Vanish,2006.0,Tess Gerritsen,411,1035,7310,16559,16046
006056668X,"Fluke: Or, I Know Why the Winged Whale Sings",2003.0,Christopher Moore,575,2584,10228,12515,8095
871917726,The Tell-Tale Heart,1843.0,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",282,1055,6348,14044,17988
1594487561,Girl in Translation,2010.0,Jean Kwok,295,1354,8267,17347,10316
62014552,Panic,2014.0,Lauren Oliver,1237,4436,14163,15632,7870
,Because of Low,2012.0,Abbi Glines,428,1672,8782,19344,20556
1579124577,,1519.0,"Leonardo da Vinci, H. Anna Suh",1516,1714,5013,7473,12087
345450744,Between Sisters,2003.0,Kristin Hannah,317,1078,7146,12638,10214
1477808701,Wayward,2013.0,Blake Crouch,210,738,5608,15169,11818
60882077,Queste,2008.0,"Angie Sage, Mark Zug",637,1945,8785,14500,16203
553536516,Finding Audrey,2015.0,Sophie Kinsella,863,2596,11241,18080,11171
913668680,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",1977.0,Mollie Katzen,1080,2083,7568,11945,13344
7158475,Fox in Socks,1965.0,Dr. Seuss,880,2670,9636,11377,19521
375706852,Benim Adım Kırmızı,1998.0,"Orhan Pamuk, Erdağ M. Göknar",1012,2554,7479,12290,9877
671227424,The Teachings of Don Juan: A Yaqui Way of Knowledge,1968.0,Carlos Castaneda,741,1884,6764,10389,10798
446573108,The Sixth Man,2011.0,David Baldacci,237,848,5810,14453,12481
689878362,Stone Soup (Stories to Go!),1947.0,Marcia Brown,263,1091,6883,11092,18426
786839171,The Warrior Heir,2006.0,Cinda Williams Chima,744,2310,9379,15418,14056
345542924,Top Secret Twenty-One,2014.0,Janet Evanovich,489,2568,12273,14307,10604
075791084X,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,2003.0,John   Williams,345,310,1940,5396,21430
1852864982,Death: the High Cost of Living,1993.0,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",717,1105,5387,11246,17026
310241634,Christy,1967.0,Catherine Marshall,471,1306,6581,13288,18697
62208195,Destroy Me,2012.0,Tahereh Mafi,555,1479,6969,15277,24821
553588079,Gone,2006.0,Lisa Gardner,186,714,5929,13248,14121
1400062756,Mindset: The New Psychology of Success,2006.0,Carol S. Dweck,661,1889,7058,13356,14198
545060443,"Beyond the Grave (The 39 Clues, #4)",2009.0,Jude Watson,1098,2334,9181,11452,14137
6280935,The Problem of Pain,1940.0,C.S. Lewis,493,1065,5529,11394,12959
300122233,"Nudge: Improving Decisions About Health, Wealth, and Happiness",2008.0,"Richard H. Thaler, Cass R. Sunstein",634,2277,8824,12271,8757
1416949658,The Dark Is Rising,1973.0,Susan Cooper,851,2090,8199,14295,17802
374239215,Purity,2015.0,Jonathan Franzen,1169,2969,8717,11863,5741
451205421,The Door to December,1985.0,"Richard Paige, Dean Koontz",337,1722,8166,10980,10752
747266921,Four Blind Mice,2002.0,James Patterson,231,1216,9105,15172,11354
312364105,True Colors,2009.0,Kristin Hannah,418,1813,8585,13553,9853
385334230,Slapstick,1976.0,Kurt Vonnegut Jr.,307,1623,7741,11690,8116
812975219,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,2001.0,Nassim Nicholas Taleb,565,1461,5571,11342,11850
425213978,Labyrinth,2005.0,Kate Mosse,1932,4495,11979,13233,8524
375705244,Founding Brothers: The Revolutionary Generation,2000.0,Joseph J. Ellis,840,1668,6941,13065,10143
553565079,Forward the Foundation,1993.0,Isaac Asimov,174,1011,6747,12881,13607
3401063472,Saphirblau,2010.0,Kerstin Gier,360,1569,8515,20563,22711
307700666,"Going Clear: Scientology, Hollywood, and the Prison of Belief",2013.0,Lawrence Wright,570,1134,5375,13495,9929
759529434,Twilight: The Graphic Novel,2010.0,"Young Kim, Stephenie Meyer",3745,3298,7559,8272,15455
99478331,The French Lieutenant's Woman,1969.0,John Fowles,826,2384,9452,15018,11063
486223051,The Rime of the Ancient Mariner,1798.0,"Samuel Taylor Coleridge, Gustave Doré",706,2618,9315,13212,13818
920236162,The Paper Bag Princess,1980.0,"Robert Munsch, Michael Martchenko",471,1173,5354,11071,21696
582461502,Tortilla Flat,1935.0,John Steinbeck,440,2050,9607,13515,8957
812966295,King Solomon's Mines,1885.0,H. Rider Haggard,541,2334,10364,13516,9408
,Love Unrehearsed,2012.0,Tina Reber,572,1336,5836,13736,21338
1563891379,The Sandman: Brief Lives,1994.0,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",159,344,2757,11185,26050
61720771,The Return: Nightfall,2009.0,L.J. Smith,3057,5863,11610,10507,13260
375828257,The People of Sparks,2004.0,Jeanne DuPrau,707,3659,14746,15372,8850
374506841,Narziß und Goldmund,1930.0,"Hermann Hesse, Ursule Molinaro",319,1134,5204,11464,14658
1563891069,The Sandman: Fables and Reflections,1990.0,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",116,413,3743,12737,23019
1620401398,The Bone Season,2013.0,Samantha Shannon,1624,3738,10112,15207,11852
141439963,Little Dorrit,1855.0,"Charles Dickens, Helen Small, Stephen Wall",918,1978,7645,12815,13167
142406139,Eagle Strike,2003.0,Anthony Horowitz,273,1342,7748,13891,15590
739418378,Valley of the Dolls,1966.0,Jacqueline Susann,978,3480,10717,12522,9525
375760385,The Source,1965.0,James A. Michener,296,906,4489,10412,16996
1400033543,You Shall Know Our Velocity!,2002.0,Dave Eggers,811,2545,7627,8914,5508
9770907375,ثلاثية غرناطة,1994.0,"Radwa Ashour, رضوى عاشور",463,903,3261,9444,14883
689853491,We're Going on a Bear Hunt,1989.0,"Michael Rosen, Helen Oxenbury",389,1194,5261,9430,17980
1595142711,Vampire Academy Collection,2009.0,Richelle Mead,285,426,2082,5168,22548
345352661,Guardians of the West,1985.0,David Eddings,269,1525,8183,14516,15529
399156577,The Search,2010.0,Nora Roberts,353,1290,7240,14427,15293
446613371,Honeymoon,2005.0,"James Patterson, Howard Roughan",517,2260,9605,12341,9123
345461622,Pandora's Star,2004.0,Peter F. Hamilton,383,995,4099,11868,14830
440421853,How to Eat Fried Worms,1973.0,Thomas Rockwell,1070,3108,11838,11890,11303
439224063,The Raven and Other Poems,1845.0,"Edgar Allan Poe, Philip Pullman",301,786,4906,10922,17676
077832740X,The Weight of Silence,2008.0,Heather Gudenkauf,352,1625,8172,14991,9985
62330268,Trigger Warning: Short Fictions and Disturbances,2015.0,Neil Gaiman,743,1738,7795,15225,10762
068482535X,Lincoln,1995.0,David Herbert Donald,485,845,4047,9285,11787
441015832,Magic Burns,2008.0,Ilona Andrews,253,757,6689,20587,27081
143039024,The Quiet American,1955.0,"Graham Greene, Robert  Stone",278,1386,7443,15431,9540
1480114480,The Proposition,2012.0,Katie Ashley,834,2062,8802,17168,17810
425213382,Cause of Death,1996.0,Patricia Cornwell,289,1604,9915,14963,11366
393307050,Master and Commander,1969.0,Patrick O'Brian,571,1645,6101,12271,14803
575077352,孫悟空と仲間たち,1985.0,Akira Toriyama,433,782,3109,5875,17851
441009425,Revelation Space,2000.0,Alastair Reynolds,546,1680,6722,13424,10608
316096156,Private,2010.0,"James Patterson, Maxine Paetro",674,1955,8880,13118,10633
312652917,Wicked Appetite,2009.0,Janet Evanovich,1202,3495,11614,14082,12246
1416980067,Tales from a Not-So-Fabulous Life,2009.0,Rachel Renée Russell,1199,1989,5522,8140,18931
1416509879,A Hunger Like No Other,2006.0,Kresley Cole,826,1858,8086,17040,25502
159514398X,A Million Suns ,2012.0,Beth Revis,891,2052,8715,16498,17321
1841493155,The High Lord,2002.0,Trudi Canavan,341,1373,6631,14369,16174
62107313,The Valley of Amazement,2013.0,Amy Tan,1327,3404,9266,11605,6930
446694851,Three Weeks with My Brother,2004.0,"Nicholas Sparks, Micah Sparks",674,1880,6982,11287,13087
080508052X,The High King ,1968.0,Lloyd Alexander,443,837,6482,14622,20486
62004018,Die for Me,2011.0,Amy Plum,1373,3235,9396,14472,19770
394724550,Gift from the Sea,1955.0,Anne Morrow Lindbergh,433,1446,5629,10767,15781
452287081,Confessions of an Economic Hit Man,2004.0,John Perkins,663,1851,6174,10056,7501
802130305,Ficciones,1944.0,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",265,750,3053,8890,21379
425141233,Winter Prey,1993.0,John Sandford,118,472,4965,12978,14245
684843323,The Complete Short Stories of Ernest Hemingway,1925.0,Ernest Hemingway,388,770,3779,10307,15060
671037706,Dandelion Wine,1957.0,Ray Bradbury,730,1958,7453,13001,16837
009947137X,The Mummy,1989.0,Anne Rice,812,3206,10236,12090,11973
385528752,Switch: How to Change Things When Change Is Hard,2010.0,"Chip Heath, Dan Heath",672,1379,5703,11524,10932
,Trail of Broken Wings,2015.0,Sejal Badani,587,1536,5576,11113,8785
99470470,The Collector,1963.0,John Fowles,497,1721,7744,14808,12353
60734086,Fairest,2006.0,Gail Carson Levine,724,3372,13868,18728,15635
99267543,Timequake,1997.0,Kurt Vonnegut Jr.,479,2338,8403,10686,6332
006218850X,The Orchardist,2012.0,Amanda Coplin,745,2501,9212,13808,8043
767919408,One Summer: America 1927,2013.0,Bill Bryson,565,1114,5500,13918,11448
752876821,Evening Class,1996.0,Maeve Binchy,202,1225,8694,13528,10902
1857239016,The Talismans of Shannara,1993.0,Terry Brooks,439,1428,7537,12367,11982
808516965,Anne of Windy Poplars,1936.0,L.M. Montgomery,469,2127,11712,18256,19575
014044176X,Герой нашего времени,1840.0,"Mikhail Lermontov, Paul Foote",499,1558,6234,11100,14562
084230052X,The Atonement Child,1997.0,Francine Rivers,321,949,4364,9593,15185
385494246,Amsterdam,1998.0,Ian McEwan,1038,4225,13087,11759,4243
812966007,Theodore Rex,2001.0,Edmund Morris,556,1079,4598,11118,13226
031215125X,The Far Pavilions,1978.0,M.M. Kaye,302,1071,5665,11733,15751
385340567,Nothing to Lose,2008.0,Lee Child,480,2161,9160,15125,11272
,Falling Into You,2013.0,Jasinda Wilder,1103,2498,8616,17101,19055
1101874082,Adultério,2014.0,Paulo Coelho,3996,6824,10484,6761,4252
,The Rithmatist ,2013.0,Brandon Sanderson,156,652,4730,15170,15339
312289510,The Christmas Shoes,2001.0,Donna VanLiere,552,981,4677,8355,14852
762424931,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",2005.0,"Rory Freedman, Kim Barnouin",2817,4432,8117,7358,6365
,"Mystery Man (Dream Man, #1)",2011.0,Kristen Ashley,1247,1910,7279,17939,29007
395181585,Curious George Goes to the Hospital,1966.0,"Margret Rey, H.A. Rey",491,1223,5840,7948,16895
553805096,The Snowball: Warren Buffett and the Business of Life,2008.0,Alice Schroeder,875,1266,4806,9687,11470
743452925,The Bride,1989.0,Julie Garwood,595,1345,6414,13624,22431
1741662095,Erak's Ransom,2007.0,John Flanagan,295,816,5298,12753,19821
525953493,Missing Υou,2014.0,Harlan Coben,372,1335,7150,14937,9396
375706860,Kar,2002.0,"Orhan Pamuk, Maureen Freely",1480,3439,8534,10871,6127
1741663024,Halt's Peril,2009.0,John Flanagan,246,681,4358,11472,20768
345447867,The Apprentice,2002.0,Tess Gerritsen,158,852,6850,16148,14248
307098222,Betty Crocker's Cookbook,1969.0,Betty Crocker,410,896,4740,8058,15004
312367465,Elsewhere,2005.0,Gabrielle Zevin,954,3013,9711,14537,14926
525952276,Stay Close,2012.0,Harlan Coben,472,1599,8353,13546,8847
316117366,The Quickie,2007.0,"James Patterson, Michael Ledwidge",856,2432,8518,11259,9910
316013943,Step on a Crack,2007.0,"James Patterson, Michael Ledwidge",353,1170,7892,13571,11232
803738552,Counting by 7s,2013.0,Holly Goldberg Sloan,774,1229,5301,13720,15862
61284475,,2010.0,Claudia Gray,1330,3531,10607,11786,13340
345490657,"A Kiss of Shadows (Merry Gentry, #1)",2000.0,Laurell K. Hamilton,1250,2878,9177,14421,19187
743453964,Executive Power,2003.0,Vince Flynn,100,432,3846,11419,15133
1423368886,Savor the Moment,2010.0,"Nora Roberts, Angela Dawe",226,1374,8444,16044,17689
1599869691,The Most Dangerous Game,1924.0,Richard Connell,447,1806,8512,12901,10528
765319853,Little Brother,2008.0,Cory Doctorow,887,2295,8089,15532,12854
1400095921,Dearly Devoted Dexter,2005.0,Jeff Lindsay,397,2024,9817,14773,9145
62509594,Essential Rumi,1273.0,"Jalaluddin Rumi, Coleman Barks",203,473,2904,7988,16811
147671777X,Inside the O'Briens,2015.0,Lisa Genova,318,1206,6518,14327,9208
765348802,Memories of Ice,2001.0,Steven Erikson,238,682,3401,10531,18439
553807056,Odd Hours,2008.0,Dean Koontz,422,2088,9027,13099,11726
451220897,The Dead Girls' Dance,2007.0,Rachel Caine,736,2273,10253,16301,19936
141690817X,"The Realms of the Gods (Immortals, #4)",1996.0,Tamora Pierce,233,1026,6329,13418,23098
765317583,One Second After,2009.0,William R. Forstchen,1028,2275,6653,12025,11744
439656249,Gregor and the Curse of the Warmbloods,2005.0,Suzanne Collins,375,813,5632,12527,15154
374193681,The Lover's Dictionary,2011.0,David Levithan,676,2473,9299,14184,12020
155050907,Art Through the Ages ,1926.0,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1805,1934,5154,7003,10285
1857231325,The Wishsong of Shannara ,1985.0,Terry Brooks,437,1876,9188,14699,12953
373772327,The Darkest Kiss,2008.0,Gena Showalter,392,1360,6628,14616,22473
553805495,The Sugar Queen,2008.0,Sarah Addison Allen,353,1861,9554,16723,13632
983157227,Pure,2012.0,Jennifer L. Armentrout,456,1114,5539,15220,25172
7189885,Purple Hibiscus,2003.0,Chimamanda Ngozi Adichie,226,869,5742,15295,12090
743299396,No One Belongs Here More Than You,2005.0,Miranda July,790,2209,6564,10116,8138
345522486,Hammered,2011.0,Kevin Hearne,169,921,5796,14889,16348
1416509887,No Rest for the Wicked,2006.0,Kresley Cole,243,1065,6113,14784,22639
1416599398,Extreme Measures,2008.0,Vince Flynn,326,666,4119,12351,17619
1632150778,"Saga, Volume Four",2014.0,"Brian K. Vaughan, Fiona Staples",166,368,2986,12932,22511
1476759545,A Beautiful Wedding,2013.0,Jamie McGuire,752,2472,9202,14978,20071
307272591,Bad Monkey,2013.0,Carl Hiaasen,826,2245,9739,12824,6006
1400068312,Sisterland,2013.0,Curtis Sittenfeld,1069,4476,12533,10707,3590
1594488878,"Juliet, Naked",2009.0,Nick Hornby,658,3504,13277,13021,4207
1558749209,Chicken Soup for the Soul,1993.0,"Jack Canfield, Mark Victor Hansen",818,1850,6916,9273,11284
349116652,Tears of the Giraffe,2000.0,Alexander McCall Smith,157,1059,9863,18670,10567
044661758X,The Concrete Blonde,1994.0,Michael Connelly,100,578,6491,17061,12234
,,2012.0,C.J. Roberts,951,1552,5249,12538,26056
61051586,Carpe Jugulum,1998.0,Terry Pratchett,121,1021,8200,16617,15675
,The Warlord Wants Forever,2006.0,Kresley Cole,1131,2249,7998,13831,20085
038533351X,Bluebeard,1987.0,Kurt Vonnegut Jr.,140,881,6495,12029,9219
684847817,"Good Faeries, Bad Faeries",1998.0,"Brian Froud, Terry Windling",2110,2692,7128,8702,14583
316043877,,2010.0,Elin Hilderbrand,337,1340,8456,13498,8346
451822196,Cycle of the Werewolf,1983.0,"Stephen King, Bernie Wrightson",687,3635,12773,11097,8208
142401099,The Devil's Arithmetic,1988.0,Jane Yolen,881,1713,8038,14526,15942
312347294,The World Without Us,2007.0,Alan Weisman,745,2202,7770,11829,8045
375708278,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",1999.0,Erik Larson,311,1140,6639,13795,11457
316334529,The Rumor,2015.0,Elin Hilderbrand,478,1885,9678,12035,5611
141184272,Orlando: A Biography,1928.0,Virginia Woolf,1050,2917,9208,13521,12590
000723368X,Thanks for the Memories,2008.0,Cecelia Ahern,976,3153,10241,11747,8734
140432108,Agnes Grey,1847.0,"Anne Brontë, Angeline Goreau",849,3268,12639,13615,8182
399153721,Angels Fall,2006.0,Nora Roberts,285,1556,9030,13673,12167
1416595163,Pursuit of Honor,2009.0,Vince Flynn,168,451,3332,10793,15051
312362153,"Acheron (Dark-Hunter, #15) - Part 1",2008.0,Sherrilyn Kenyon,441,840,3238,8823,34394
038541305X,South of Broad,2009.0,Pat Conroy,1155,2740,8310,12594,9627
676977731,The Birth House,2006.0,Ami McKay,290,1234,6898,14338,9813
1416953582,Fade,2009.0,Lisa McMann,783,2782,10371,14608,15943
1400031699,The Little Friend,2002.0,Donna Tartt,1732,4727,10584,10673,6083
1423113497,Percy Jackson and the Olympians Boxed Set,2008.0,Rick Riordan,286,418,2411,6699,23217
803733062,Savvy,2008.0,Ingrid Law,742,2129,8420,13711,13547
034551176X,The Book of Basketball: The NBA According to The Sports Guy,2009.0,Bill Simmons,735,1012,3838,7481,12030
446613355,London Bridges,2004.0,James Patterson,368,1689,8800,13401,10585
,لا تحزن,2003.0,عائض القرني,935,1258,3573,6519,12672
8173711461,Wings of Fire: An Autobiography,1999.0,"A.P.J. Abdul Kalam, Arun Tiwari",258,785,4068,10002,11562
62113933,The Ripper,2011.0,"L.J. Smith, Kevin Williamson, Julie Plec",890,1389,4250,5400,15866
159420411X,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,2012.0,Nate Silver,417,1355,6365,13246,9230
399160302,Salt to the Sea,2016.0,Ruta Sepetys,300,749,4368,16513,23254
157912626X,The Body in the Library,1942.0,Agatha Christie,316,1921,12547,16998,10796
618212906,The Lord of the Rings: The Art of The Fellowship of the Ring,2002.0,Gary Russell,211,220,1751,5011,17219
1402244428,"Backstage Pass (Sinners on Tour, #1)",2010.0,Olivia Cunning,1603,2763,8903,17634,21776
448421658,The Story About Ping,1933.0,"Marjorie Flack, Kurt Wiese",537,1424,6993,10851,16935
1416986561,Tales from a Not-So-Popular Party Girl,2010.0,Rachel Renée Russell,625,1236,4110,6470,16658
60885386,Farmer Boy,1933.0,"Laura Ingalls Wilder, Garth Williams",569,1980,10002,15023,17715
1591842808,Start with Why: How Great Leaders Inspire Everyone to Take Action,2009.0,Simon Sinek,881,1839,6334,12067,15345
1400065941,The All-Girl Filling Station's Last Reunion,2013.0,Fannie Flagg,497,1306,6927,14195,9991
452287057,Bastard Out of Carolina,1992.0,Dorothy Allison,434,1236,5699,12861,12319
439895979,Beauty Queens,2011.0,Libba Bray,2969,4636,9960,12565,11539
525951113, Daemon,2006.0,Daniel Suarez,485,1268,4318,10720,13407
446677124,The Burden of Proof,1990.0,Scott Turow,199,813,6351,12394,10063
,Crooked Kingdom,2016.0,Leigh Bardugo,158,392,2732,13092,37786
375714383,Born Free: A Lioness of Two Worlds,1960.0,Joy Adamson,366,812,5365,9892,12950
679767800,The Stars My Destination,1955.0,"Alfred Bester, Neil Gaiman",439,1419,5658,11411,14041
439968089,,2004.0,Tamora Pierce,417,1345,6805,14926,23350
62224735,Cruel Beauty,2014.0,Rosamund Hodge,1590,4430,12549,17361,13424
553572989,The Rise of Endymion,1997.0,Dan Simmons,402,1364,5345,11259,14540
553572946,Endymion,1996.0,Dan Simmons,273,1201,5556,12997,13545
734406940,The Arrival,2006.0,Shaun Tan,678,1186,4142,9897,20497
385743602,Calamity,2016.0,Brandon Sanderson,93,680,5383,14098,13655
786891076,Shopgirl: A Novella,2000.0,Steve Martin,1096,4324,11512,10723,4701
,,1974.0,مصطفى محمود,1459,1734,4277,7941,10839
451528646,Tom Sawyer & Huckleberry Finn,1876.0,Mark Twain,527,1430,6451,11744,13137
307596907,The Woman Upstairs,2013.0,Claire Messud,2075,4281,8683,7697,4615
60842350,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,2004.0,Christopher Moore,785,2421,9087,12713,9993
743451503,The Beautiful and Damned,1922.0,F. Scott Fitzgerald,632,2522,9543,12851,8144
192833723,Confessiones Sancti Patris nostri Augustini,397.0,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",1163,2513,7408,10523,12029
1101875895,Our Souls at Night,2015.0,Kent Haruf,488,1746,6807,14388,10402
515130389,Carolina Moon,2000.0,Nora Roberts,276,1338,8343,12574,12649
1594486247,The Painted Girls,2012.0,Cathy Marie Buchanan,1332,2612,8420,10799,6141
,UnEnchanted,2011.0,Chanda Hahn,976,2591,8277,11482,12390
,"The Bedwetter: Stories of Courage, Redemption and Pee",2010.0,Sarah Silverman,1207,3272,10126,9864,5707
393332144,The Talented Mr. Ripley,1955.0,Patricia Highsmith,540,1821,8374,15903,10867
802720870,Chain Reaction,2011.0,Simone Elkeles,1015,2419,8872,14647,22720
440164842,Noble House,1981.0,James Clavell,157,699,5099,11538,14258
843955287,Dark Prince,1999.0,Christine Feehan,1831,2802,7349,11509,18943
,NARUTO -ナルト- 巻ノ四十三 ,2008.0,Masashi Kishimoto,259,480,2170,4863,19199
316216852,The Shining Girls,2013.0,Lauren Beukes,1503,3688,10301,11216,5652
393061728,The Zookeeper's Wife: A War Story,2007.0,Diane Ackerman,1922,5882,15489,15445,7267
812998685,Slade House,2015.0,David Mitchell,544,1624,7871,14209,7162
316253014,An Astronaut’s Guide to Life on Earth,2013.0,Chris Hadfield,627,1025,4534,10905,12584
006121468X,"Ink Exchange (Wicked Lovely, #2)",2008.0,Melissa Marr,1521,5439,14688,15408,13860
,نسيان كوم,2009.0,"أحلام مستغانمي, Ahlam Mosteghanemi",1742,2648,5440,6147,9146
99468190,Bleachers,2003.0,John Grisham,1205,4038,10776,9245,5713
7158491,Hop on Pop,1963.0,Dr. Seuss,689,2570,10318,10812,15680
439682584,,2003.0,"J.K. Rowling, Mary GrandPré",317,233,978,3686,28210
142406147,Skeleton Key,2002.0,Anthony Horowitz,306,1505,8546,14053,14920
440236738,Gone for Good,2002.0,Harlan Coben,197,847,6057,14641,11740
6498868,The Mad Ship,1999.0,Robin Hobb,192,905,5289,13528,15004
590414275,Inside the Human Body,1989.0,"Joanna Cole, Bruce Degen",418,1114,5147,7577,16676
446611638,Lost Light,2003.0,Michael Connelly,107,503,5871,15465,12530
545522250,The Iron Trial,2014.0,"Holly Black, Cassandra Clare",1463,2108,8229,14840,14633
044042321X,A Game of Thrones - The Graphic Novel Volume 1,2011.0,"Daniel Abraham, George R.R. Martin, Tommy Patterson",244,484,2292,7087,16844
61728918,The Carrie Diaries,2010.0,Candace Bushnell,1282,3848,10460,9939,7631
671042572,Jewel (Oprah's Book Club) ,1991.0,Bret Lott,763,2803,10719,11586,6860
62300806,,2013.0,Veronica Roth,1090,2274,5478,6803,12686
842329218,Tribulation Force: The Continuing Drama of Those Left Behind,1996.0,"Tim LaHaye, Jerry B. Jenkins",906,2002,6948,10569,11770
014311638X,Food Rules,2008.0,Michael Pollan,349,1485,7565,12460,11292
,في قلبي أنثى عبرية,2012.0,خولة حمدي,1267,1873,4402,8354,13145
60093366,Vampire Kisses,2003.0,Ellen Schreiber,2613,5117,11246,10281,15341
312577214,Fly Away,2013.0,Kristin Hannah,391,1656,7474,12371,10067
756402972,Stone of Farewell,1990.0,Tad Williams,384,1377,6449,13369,13465
517203383,The Exploits of Sherlock Holmes,1954.0,"Adrian Conan Doyle, John Dickson Carr",225,448,2965,7561,15171
812976185,One True Thing,1994.0,Anna Quindlen,214,965,7197,13926,10152
1609452232,Storia di chi fugge e di chi resta,2013.0,"Elena Ferrante, Ann Goldstein",168,562,4024,13395,15511
1841493147,The Novice,2002.0,Trudi Canavan,271,1324,7454,15682,13533
316016381,Then We Came to the End,2007.0,Joshua Ferris,1309,3631,8810,9886,4561
098836946X,One Week Girlfriend,2013.0,Monica  Murphy,1017,2697,10157,18429,15899
553575651,Ship of Destiny,2000.0,Robin Hobb,431,1125,5651,13899,17063
140911399X,A Week in Winter,2012.0,Maeve Binchy,405,1850,9334,13675,7269
385536073,Calico Joe,2012.0,John Grisham,620,1971,8531,12698,7865
1591163293,花ざかりの君たちへ 1,1997.0,"Hisaya Nakajo, David Ury",924,1480,4968,7426,15710
765343436,Daughter of the Forest,1999.0,Juliet Marillier,703,1287,5510,13357,22385
399229191,The Very Busy Spider ,1984.0,Eric Carle,345,1027,6083,9146,15401
9991373764,Freckle Juice,1978.0,Judy Blume,672,2412,10944,11224,11111
1591843162,Linchpin: Are You Indispensable?,2010.0,Seth Godin,1014,1960,6021,9680,9446
517266555,Just So Stories for Little Children,1902.0,Rudyard Kipling,431,1511,7688,13308,15654
767913736,The River of Doubt: Theodore Roosevelt's Darkest Journey,2005.0,Candice Millard,515,1018,5011,12750,13820
312421702,Complications: A Surgeon's Notes on an Imperfect Science,2002.0,"Atul Gawande, Susanne Kuhlmann-Krieg",168,579,3800,11337,12017
045146365X,Side Jobs: Stories From The Dresden Files,2010.0,Jim Butcher,69,515,5726,15346,15673
374521344,La chambre claire. Note sur la photographie,1980.0,"Roland Barthes, Richard Howard",1191,2000,5810,8269,11206
080411109X,The Hundred Secret Senses,1995.0,Amy Tan,269,1232,8092,14830,10511
778317706,Pretty Baby,2015.0,Mary Kubica,524,1962,8622,13039,6485
385524943,The Gargoyle,2008.0,Andrew Davidson,1096,2464,7113,12851,13922
60593083,Quicksilver,2003.0,Neal Stephenson,997,2281,5852,10667,10892
1250040159,,2013.0,"Elizabeth  Smart, Chris Stewart",1048,1889,6465,8899,7545
810959259,The Fairy-Tale Detectives,2005.0,"Michael Buckley, Peter Ferguson",896,2005,8726,13385,15742
552144290,Mort - playtext,1996.0,"Terry Pratchett, Stephen Briggs",92,409,3952,10355,13185
1596435690,Birthmarked,2010.0,Caragh M. O'Brien,1008,2554,9200,15157,12902
61231150,Skulduggery Pleasant,2007.0,"Derek Landy, Tom Percival",561,1362,5927,12525,18507
156717204,The Philosophy of Andy Warhol (From A to B and Back Again),1975.0,Andy Warhol,1578,1983,5830,7217,8684
141185260,Pale Fire,1962.0,Vladimir Nabokov,610,1328,4507,9431,14943
452285453,The Lady and the Unicorn,2003.0,Tracy Chevalier,824,2933,10941,12748,7697
140439056,A Christmas Carol and Other Christmas Writings,1843.0,"Charles Dickens, Michael Slater",402,1203,6014,10711,13672
385351836,One More Thing: Stories and Other Stories,2014.0,B.J. Novak,1263,2984,8478,11175,7433
552144320,,1997.0,"Terry Pratchett, Stephen Briggs",79,257,3214,9999,14987
451227190,Carpe Corpus,2009.0,Rachel Caine,452,1381,7418,13655,20664
7491433,The Shock of the Fall,2013.0,Nathan Filer,637,2363,8743,13049,8296
62220969,Asylum,2013.0,Madeleine Roux,1417,3844,9236,9741,9110
385540353,The Heart Goes Last,2015.0,Margaret Atwood,1212,4338,12047,10766,3913
60788194,A Fistful of Charms,2006.0,Kim Harrison,193,900,6612,16441,22126
1590521196,Desiring God: Meditations of a Christian Hedonist,1986.0,John Piper,723,1036,3585,7808,12810
316213101,The Coldest Girl in Coldtown,2013.0,Holly Black,1253,2891,9233,14556,13043
446615129,Skinny Dip,2004.0,Carl Hiaasen,357,1700,9398,14260,6900
1451693591,The Marriage of Opposites,2015.0,Alice Hoffman,1528,1858,7192,13765,10703
547386079,,2012.0,Jonah Lehrer,1306,2001,6222,8246,7770
451224639,Feast of Fools,2008.0,Rachel Caine,446,1547,8457,14841,20662
1442423684,UnWholly,2012.0,Neal Shusterman,366,848,5028,13864,17249
316156116,Consider the Lobster,2005.0,David Foster Wallace,248,717,3541,11853,13203
1423128192,The Atlantis Complex,2010.0,Eoin Colfer,636,2476,9661,14456,15092
345422406,Merrick,2000.0,Anne Rice,738,3019,10610,11690,8793
,The Bands of Mourning,2016.0,Brandon Sanderson,42,249,2519,12186,18236
679733736,Le Mythe de Sisyphe,1942.0,"Albert Camus, Justin O'Brien",268,912,4970,11489,13256
